16100	4548	0
1344	6040	0
15961	3531	0
2167	8203	0
9327	5580	1
2276	5388	0
3539	3425	0
14	15932	0
1705	2109	1
30736	4895	1
15949	4400	1
6046	16809	1
732	3407	1
8018	2331	1
1570	16780	1
2306	4268	1
7260	2497	0
6234	1754	1
2082	5872	0
187	865	1
2975	16342	1
2216	3175	1
1422	818	0
664	2791	1
4246	16321	1
13547	392	0
783	449	0
16847	16903	1
41139	1310	0
128	4080	1
5169	5964	1
2072	2893	0
3781	13423	0
15936	4622	0
4728	4732	1
2389	3177	1
134	763	1
5173	2181	0
11956	4116	1
102	145	0
3352	18114	0
350	691	1
78	2749	1
2929	3370	1
316	1478	0
1693	2076	1
3658	763	0
2429	8213	1
990	1837	1
3881	39839	1
3881	16133	1
251	2318	1
16770	5313	0
843	4436	0
2497	25384	1
386	1948	1
2109	5924	1
3613	15917	1
5612	1781	0
461	654	1
2506	2680	1
469	5870	0
4333	1046	0
370	2252	0
3916	5394	1
3346	16107	0
2736	3630	0
5638	5660	1
3181	4007	1
3086	3853	1
11233	13338	1
2833	41659	0
2088	2443	1
1438	3969	0
5468	2015	0
7991	28911	1
9223	2019	0
561	907	1
12796	15962	1
3700	4709	1
16682	16550	0
990	1436	1
1514	1713	1
11613	3624	0
16146	2728	0
13551	13364	0
4796	969	0
3328	6053	1
16147	5221	1
3322	4094	0
3058	4258	0
4940	16349	0
1090	2564	0
5059	913	0
3924	27560	0
1721	1984	1
7517	763	1
11023	1242	0
2710	2867	1
66	427	0
1174	3007	1
2401	9930	0
13303	13406	1
1845	5251	1
751	2791	1
849	801	0
1500	1877	1
3961	16580	1
13436	16793	1
507	15782	0
3401	2411	0
1166	2212	0
1730	16119	0
16140	27263	1
2086	5872	0
15915	4422	1
3203	3479	1
1514	16736	0
16608	5948	1
3066	3897	1
4326	5093	1
1645	1777	1
684	1681	1
1877	8148	0
1927	2278	0
3254	3555	1
310	3485	1
46	13305	0
9706	2955	1
13226	5746	0
3132	16352	1
16659	4748	0
1944	3370	1
12076	11059	0
2347	5396	0
2927	16872	0
4790	6040	1
3989	2066	0
11088	3300	1
2580	5888	0
2865	4120	0
4418	16792	0
13474	15919	1
163	1730	0
2455	3648	0
3893	5279	1
16532	16534	1
15834	25295	1
13378	3014	1
9180	3431	0
1314	1729	1
3801	4766	1
1822	1869	0
16027	5293	1
16701	6067	0
1144	1413	1
1090	3387	1
1594	2363	0
1604	2893	1
3459	2220	0
1752	4970	0
251	1731	1
7729	3429	1
5145	2467	0
37116	1903	0
14895	3577	1
3615	15930	0
1822	16536	0
42	449	1
2767	4766	0
4790	5518	1
905	5486	0
1458	5349	0
38	839	1
1594	2477	1
1150	2220	1
9397	1526	0
124	2785	0
16545	30319	1
1012	4940	1
3066	5764	0
1927	2001	1
531	947	0
4719	5540	1
9925	3078	1
1699	563	0
2773	4013	1
2877	5456	0
62	4112	1
12769	1915	0
1262	678	0
2363	4244	1
15563	16858	1
112	3628	1
2473	39330	0
2749	1641	0
1763	13448	0
2987	41238	0
304	12802	0
13041	4691	0
3159	16850	1
12063	13149	1
9327	2797	1
9557	12064	1
3096	3696	1
1833	706	0
2698	13566	1
6277	2415	1
684	693	0
15920	2325	0
2461	5582	0
881	810	0
38529	39112	0
15939	2226	0
149	390	1
1705	4328	0
3979	4333	1
2489	3030	1
247	16019	0
4596	39653	1
41139	4037	0
967	3693	1
1543	8185	1
2105	3122	0
439	1929	1
1713	29092	0
13460	13436	0
1260	1808	1
27432	5994	0
3239	16010	0
16114	39818	1
16120	16746	1
1350	1442	0
27775	5878	0
16858	5195	0
16318	28911	0
533	1208	1
16828	3693	0
4528	16813	0
630	13074	1
16532	16605	1
1366	4564	0
5666	2526	0
1330	7882	1
3171	15934	1
2915	4239	1
1144	2343	0
678	3461	0
358	726	0
4031	16069	1
16654	16754	1
16019	15821	0
861	1685	1
301	1028	1
563	1746	0
13446	3052	1
215	41238	1
5610	2903	0
5998	18065	0
2497	3155	1
310	2823	0
1486	2171	1
330	1480	1
15943	16860	1
1326	297	0
6141	16119	1
481	1434	1
1647	1999	1
956	1164	1
211	690	0
2879	5081	0
16698	4558	0
6024	5237	0
4996	2899	0
1044	15816	1
1270	2316	1
7035	16762	0
7996	415	0
3739	3955	1
1539	13402	1
4254	39112	1
13433	3171	0
5151	1606	0
9397	15949	0
9397	3120	1
2465	3523	1
8196	5992	1
2007	5406	0
3465	16344	0
1647	1958	1
177	650	1
3585	1755	0
12894	3837	1
6641	2242	0
193	26222	0
7608	4078	0
22	2564	0
3005	15928	0
3364	3849	1
235	60	0
775	12498	1
4383	16816	0
5211	16799	0
1368	5063	0
592	14832	0
2961	6042	0
853	17962	0
6078	4039	0
802	1230	1
847	3829	1
1791	16069	0
1375	8089	1
12748	3179	1
5115	7035	0
2268	5924	0
5394	1434	0
1234	5075	0
1606	5408	0
1064	1707	1
13364	5814	0
16031	16741	1
25902	3036	0
1486	3477	1
891	3173	0
2264	2475	1
12815	6109	0
5724	16829	1
13500	5642	0
15970	4254	0
3753	25928	1
2190	25549	1
13249	18075	1
1766	13168	0
4037	5952	1
2175	765	0
2743	2953	1
2403	346	0
710	5371	0
447	7642	0
16109	13460	0
2857	3415	1
13261	3912	1
891	15932	0
18114	3875	0
4632	4660	1
7057	3483	0
1158	12064	1
1078	16764	0
3677	4869	1
1178	16014	1
110	433	1
132	1310	1
2522	2793	1
15945	16732	1
255	1324	1
2530	3376	1
2664	5049	0
2580	16139	1
664	2181	1
8015	4576	0
1995	2682	1
8080	16732	0
4843	5369	0
8184	2757	0
16109	4400	1
2187	4351	1
5261	13005	0
425	849	1
16884	5870	0
13534	4709	0
1835	3949	1
2945	5135	1
54	2504	1
3823	2251	0
2449	5844	1
4053	4642	0
16326	1992	0
324	14231	0
6103	6139	1
1789	2598	1
1529	15940	1
18084	4242	1
1849	5337	0
2993	4673	0
3034	2877	0
7115	1563	1
2811	3670	1
7882	2173	0
12064	12779	1
1536	8195	1
27775	6048	1
4262	25395	1
3722	1541	0
2048	2682	1
575	2397	0
2747	12791	1
3235	5994	0
7853	3493	0
4841	3060	0
16131	4094	0
1748	3936	1
1675	4703	0
4140	5642	1
281	973	1
104	2724	0
310	338	1
46	13303	0
1636	3916	1
5398	18010	0
261	3151	0
2528	4509	0
1236	3949	0
38942	4142	1
409	10062	1
12620	16021	1
741	5219	1
396	3535	1
638	1330	0
5940	16747	1
8180	4778	1
159	1488	1
825	4610	1
606	895	1
1822	3389	1
1304	2341	1
1048	5598	0
1741	3376	0
1424	42352	0
823	818	0
8065	8171	1
2488	13454	1
1008	4201	0
2829	13446	1
346	4084	0
215	2457	1
3003	16326	0
501	1204	1
6856	7057	1
13509	15936	1
3961	34	0
7550	13074	0
2441	1280	0
1028	2375	1
1470	4520	1
1034	1050	1
1088	1409	0
15968	7891	0
2322	2807	0
1492	1671	1
1977	5556	1
9226	3593	1
634	5638	0
3136	15984	0
1397	1506	1
177	30194	0
1806	4240	0
12786	12796	1
12620	3387	1
4197	2298	0
16131	16616	0
590	4328	0
820	1176	1
465	5636	1
2837	3078	1
8065	2169	1
3252	16589	1
1893	3048	0
1733	5830	0
2294	5239	0
398	3755	0
2973	3326	1
2254	4554	1
463	16092	1
2290	29785	0
1626	2429	1
1052	954	0
2534	34942	1
1946	3477	1
879	1356	1
4108	5994	0
743	15919	1
2845	28910	1
658	3705	0
5129	5309	1
13267	5664	0
6571	437	1
2923	3407	0
17983	3855	1
9107	3708	1
3714	5888	1
227	25395	0
2700	7793	0
12634	301	0
12832	25672	1
1236	16823	1
3360	13500	0
7592	1142	0
3207	3457	1
439	39052	0
6508	545	1
3072	1620	0
271	7689	1
3233	3787	1
273	1586	1
4705	16818	1
1727	15779	0
1223	16153	0
1142	1551	1
2837	3577	0
5696	3853	0
4734	1843	0
1276	16808	0
1182	1653	0
743	1800	1
2678	2977	0
3260	16589	1
4013	5273	0
5680	5824	0
5938	8202	0
584	10733	0
1909	3457	0
660	1164	1
2032	457	0
4288	13543	0
11173	3489	0
11613	6044	1
16117	1240	0
555	35481	1
1058	2074	1
38158	5293	0
12188	2329	0
2773	3765	1
12884	1944	0
279	515	1
2325	25429	0
4388	38689	1
8168	3038	0
1308	5295	0
1416	2179	1
16593	5830	1
5480	6126	0
3225	5780	0
13364	6071	0
1014	2169	0
634	3411	1
873	3161	0
13456	36279	0
2005	35448	1
2167	3229	0
16601	4357	0
2767	5388	0
2064	3515	1
2232	2300	1
7057	340	1
7057	3934	0
1917	1964	1
487	15833	1
16131	6048	0
15989	5043	1
1058	9841	0
3378	618	0
2793	5636	0
1430	1980	1
2068	3399	1
4025	11241	0
1665	2088	1
48	6524	0
4027	1620	0
36281	16558	0
60	1689	0
3302	16657	1
1416	1492	1
16832	4082	0
3900	5674	1
72	3417	1
5488	5682	1
399	4879	1
7550	1110	1
1993	16748	1
16035	3733	0
3891	5279	1
580	905	1
18091	18125	1
259	405	1
531	849	1
13230	4630	1
465	4610	0
7293	295	0
2514	1913	0
1326	1536	1
8902	5782	1
670	704	1
42	4790	0
2536	1958	0
1044	4090	0
16536	4548	0
489	947	1
2411	16596	0
16321	3948	0
3677	3515	0
3290	3971	1
344	183	0
961	16561	0
15844	4630	1
330	3435	0
6055	6081	1
1119	3696	0
12989	3346	0
1614	2159	1
2270	831	0
209	2143	1
5127	6128	0
3397	5363	0
3845	16858	0
3074	3425	1
30	136	1
783	1110	1
13344	1586	0
15859	5323	1
3821	4835	0
5826	3706	0
10266	2757	1
1125	2109	1
25602	29107	0
38643	8213	1
5946	16830	0
2937	38623	0
1766	2025	1
3696	9223	0
3722	384	0
1835	1859	1
14579	6018	1
2612	2939	0
2228	3696	1
29092	38407	0
1452	2455	1
3827	277	0
9195	3660	1
1911	2240	1
519	1586	1
2323	5576	0
106	289	1
1362	1618	1
26045	3306	1
12792	9027	0
15922	2062	0
998	2177	1
1901	2115	1
26358	9379	1
1821	4498	1
3274	5129	0
1531	2109	1
1262	1606	0
2634	249	0
941	7852	1
3973	5532	1
2759	30295	0
16799	825	0
1152	12723	0
18086	34942	0
5964	3773	0
4041	7855	0
827	13197	1
1228	1350	1
588	5129	0
15794	5438	0
1118	1781	1
1555	2072	1
3258	4320	1
39311	5143	1
662	16890	0
4439	18015	0
40315	16741	1
1166	7852	1
13450	27860	0
26537	5542	1
41139	5275	0
745	2437	0
4988	5093	1
1596	2407	0
2491	4519	0
1498	1536	0
588	8190	0
3245	3370	1
3809	5390	1
2333	3618	1
4658	2949	0
407	5794	0
3897	4877	1
2849	4292	1
401	3120	1
8211	4520	0
2807	16554	1
1304	1865	1
5039	3088	0
16	5830	0
5682	5780	1
3397	3926	1
495	1944	0
3258	16764	0
2658	13193	1
1524	979	0
2282	4474	1
3791	4857	0
68	1754	0
1262	1843	1
12951	2493	0
747	2074	1
177	537	1
1450	3739	0
16146	4550	1
3622	4436	1
16321	7952	0
777	12951	0
3897	4701	0
2987	15918	1
3399	40404	0
4612	5890	1
15933	5610	1
2246	2712	1
2903	7736	0
15782	3495	1
9362	8950	0
11155	4519	0
1424	1964	1
2596	3672	0
5065	5151	1
2058	25429	1
66	187	1
4017	5654	1
662	2181	0
1462	4940	0
7996	3306	0
1228	3859	1
9226	5115	1
2264	3585	1
990	3946	0
411	9291	0
16331	1278	0
223	2349	1
3525	235	0
1036	5852	0
1847	2899	0
27195	8015	0
3753	6020	0
9195	4484	1
1260	1822	0
1142	6524	0
2076	15918	1
1806	12994	0
2995	15844	1
5237	3793	0
13444	15821	0
3525	2839	0
350	710	1
1010	1284	1
909	3463	1
497	1264	1
13495	14895	1
3096	14895	1
1180	2325	1
3819	14832	0
1537	3708	0
1496	1925	1
4337	16682	1
380	7983	0
38448	5516	1
1514	5598	0
2113	747	0
374	1336	1
27295	5033	1
27195	16063	1
1932	5804	0
3181	16847	1
2048	2570	1
664	1851	1
3425	7882	0
724	1881	1
4404	4707	1
15755	5760	0
6508	1639	0
730	2181	1
4199	5612	0
1638	4005	0
1795	16655	0
4434	16532	1
4774	16315	0
16027	2915	0
12935	16312	1
39653	39511	1
469	3859	1
4669	5600	1
13544	2987	0
1675	3585	1
901	1843	1
1411	38130	0
2159	5450	0
3048	3179	1
8402	15817	1
1096	3411	0
3934	116	0
13476	3346	1
15779	4398	0
108	138	1
3979	4418	1
12934	4468	1
3040	3622	0
2437	5824	1
1308	4839	1
2582	3457	1
3648	1972	0
3465	15920	1
5359	1328	0
1921	15771	0
1514	1657	1
38448	38003	1
3211	654	0
11439	2889	1
9107	13026	0
6856	755	1
2034	1531	0
539	3825	0
8138	8144	1
82	2044	0
5173	5838	1
3052	4007	1
4950	16851	0
293	4110	0
1997	12802	0
6260	1531	1
2698	4958	1
3889	4960	1
13012	2967	1
42567	4748	1
525	2183	0
4889	18116	1
1555	1877	1
18091	5600	1
3296	3018	0
8902	251	0
13106	2889	1
2040	8149	1
1154	1791	1
845	3070	1
30736	2286	0
3924	4191	1
1037	2716	1
714	1078	0
7963	8086	1
3991	672	0
3791	16672	1
3284	16315	1
1514	2025	1
30319	6071	1
16553	5994	0
229	1630	0
457	3938	0
1785	12064	1
2783	16878	0
362	795	1
988	1042	1
267	2959	0
447	16840	0
3479	2817	0
1498	2666	1
8188	5149	1
425	41659	0
16668	15986	0
1016	1537	1
4118	1551	0
5608	16861	1
1395	12498	1
1997	13436	0
16309	4754	0
1707	16336	0
38920	5163	1
16314	16594	1
3891	5390	1
4347	16333	1
4612	4538	0
2068	2716	1
1198	3407	1
1158	1242	1
2092	5253	0
8065	2399	1
7733	1411	1
223	3755	1
481	2495	0
724	2499	1
3624	38826	0
761	497	0
4912	28246	0
4996	16780	0
2923	3048	1
3360	5191	0
13474	2361	0
14591	16844	1
1938	4246	0
3096	15012	0
2759	3700	1
1791	2238	1
2196	2706	0
13364	3082	1
2997	7942	0
7791	5219	1
5904	3274	0
40826	5964	1
3999	2740	0
18068	16657	1
1974	2534	1
662	7809	1
2489	13005	1
6677	1432	1
9397	3577	0
16754	4596	0
2196	743	0
7729	13250	1
6179	5279	0
16072	2011	0
2425	3449	0
998	15960	0
706	8169	0
1358	12421	0
1988	5217	1
26358	5934	0
1665	4546	1
2736	5914	1
356	1962	1
13541	3072	0
7517	1653	1
3260	38407	1
5686	4090	0
806	1190	1
15792	15930	1
3636	12913	0
1549	3656	0
3489	851	0
1665	68	0
1574	5039	0
13547	3691	1
12072	4824	0
3881	5119	1
1565	18065	1
3292	14591	1
847	25815	0
23491	30687	1
2891	5654	0
498	1757	1
3364	15927	1
3735	4861	1
1040	3005	1
1944	13539	1
913	1572	0
285	1358	1
16525	6080	0
1020	2323	0
16554	4958	0
4660	4608	0
1044	4754	0
2161	2461	1
3409	3763	1
2793	3797	0
2192	2710	1
231	4526	1
15856	15919	0
13437	3372	1
893	1288	1
4900	2947	0
3924	6077	0
12755	5331	1
1470	8080	1
2497	6036	1
12951	16114	1
1946	3481	1
4092	2564	0
15832	4388	0
1225	5796	0
12887	16592	0
2192	3215	1
471	2246	1
1829	4662	0
2248	4648	0
12213	6181	0
2471	419	0
1290	1399	1
5065	5163	1
695	765	1
3769	15926	1
6260	177	0
13489	3298	0
16596	6067	1
5826	4616	0
2929	15982	0
1730	6048	0
1227	5219	1
4673	5666	0
8744	3912	1
4181	16677	1
9677	12894	1
1502	1580	1
1397	1956	1
15777	4511	0
1743	15804	0
12723	2913	0
392	5604	1
2202	16835	0
8152	80	0
2686	13547	0
2252	6053	0
42352	16536	1
767	2429	1
7946	10490	0
16113	5309	0
1649	1334	0
12775	3977	1
16541	16878	0
3469	5914	1
17962	3565	1
10	5466	0
366	221	0
3813	5053	1
1711	4353	1
598	823	1
979	1284	1
2076	12064	1
501	897	1
1984	16858	0
13179	3985	0
1997	2282	1
8197	3146	0
10259	741	0
297	2029	0
30194	39653	0
16074	16096	1
5824	15984	0
273	2841	1
2743	4274	0
2865	3096	1
12654	18015	0
9557	6006	1
2417	3481	1
4191	6073	0
13566	16033	0
5642	8129	0
423	1442	0
10062	6044	0
16610	16890	0
1733	2682	1
4144	5872	1
5414	5554	1
9833	3914	1
2050	3533	1
2447	5698	1
1960	12997	0
13379	5784	0
1699	1863	1
8902	12785	1
4173	12742	0
7035	4630	0
4515	122	0
531	771	1
8192	5293	0
16829	4250	0
1397	1986	1
1016	4608	0
2484	5315	1
3955	16535	0
3513	4812	0
1146	2082	0
344	1653	1
126	2030	0
42	4005	1
1665	4183	1
2696	5798	1
15792	15818	1
38826	1813	0
580	771	1
2522	5714	1
682	9276	0
9107	2013	0
46	1806	0
38920	5093	1
1705	5251	1
2773	3843	0
13338	16532	0
5784	2044	0
3252	15362	1
16782	3011	0
879	9841	1
3054	3519	0
553	356	0
1602	6038	0
4059	5830	1
27560	4534	1
37812	3032	0
2276	3553	0
3819	16690	0
1628	1582	0
1524	3245	0
7952	5217	0
13541	4328	0
16114	5758	1
3479	8169	0
1630	2306	1
658	973	1
5934	40404	0
3951	5654	1
2050	16840	1
2921	3308	1
15782	16069	1
12652	3350	1
708	13436	0
4562	16814	1
30194	3668	0
429	4092	1
3243	5888	1
12817	670	0
2250	2578	0
13523	4353	1
8429	13529	0
2763	16878	0
13074	7931	0
7952	4671	1
3447	3897	1
132	179	1
2007	2971	0
1344	1508	0
40315	29330	0
1822	3767	1
15929	4410	1
1152	2125	1
299	529	1
12934	13077	1
3722	6124	1
1264	18074	0
1215	3652	0
1202	7809	1
584	3636	0
749	27195	0
7172	2113	0
14579	16840	1
15856	4181	1
30763	3437	0
2294	4576	1
6260	12492	1
134	4685	0
1086	1703	0
12618	2220	0
2143	3469	0
3050	3553	1
9195	5512	0
3284	3615	1
1977	8190	1
7946	7809	0
3975	16864	1
68	16751	0
134	793	1
1208	2238	0
118	2300	0
277	338	1
507	15962	0
2284	16840	0
16035	1328	0
12063	16138	1
2518	1304	0
620	15770	1
12894	13132	1
533	945	1
2795	1116	0
4502	2993	0
16558	16782	0
2568	2793	1
820	4246	0
3761	4877	1
380	27049	0
15563	5992	1
741	4092	1
1516	4602	0
3809	15926	1
678	2807	0
24	40826	0
1010	2179	1
429	1859	0
6018	3685	0
1418	2365	1
394	1765	0
149	4343	0
8213	4268	1
15832	360	0
16685	4713	1
10835	16872	0
1683	2582	0
13224	3455	0
2009	2925	1
16083	5039	0
797	2029	1
2258	3737	1
3175	16104	0
14	3112	1
1100	8179	1
38920	2606	0
1628	3417	0
1594	13177	1
13341	4960	0
823	1142	0
2040	2200	1
2173	3064	1
9195	12618	1
3897	5584	1
15939	539	0
2863	4343	0
3419	15834	0
825	10144	0
13084	3153	1
4156	38448	0
2821	3947	0
1563	3573	1
241	5093	0
225	13456	0
16829	6103	1
4239	6065	0
255	17980	0
4691	30295	1
1178	6119	1
80	4648	1
632	7860	1
2905	6053	0
326	1405	1
2377	9379	1
301	326	1
3072	3517	0
12738	4478	0
1950	7007	0
4320	12909	0
586	1010	1
909	3793	1
636	3910	1
169	1929	1
3453	5764	1
561	1432	1
8779	3783	1
2829	1418	0
5706	3350	0
10277	7889	0
1228	1464	1
16561	13254	0
13569	6028	1
9779	2959	0
4770	1379	0
2506	2598	1
2580	16849	1
6014	16799	1
6141	16903	1
12861	4049	1
6476	1893	1
1839	8171	1
6571	1574	1
16673	16750	1
203	344	0
2413	38942	1
755	2455	1
407	1972	1
2785	5159	1
1044	2755	1
16326	16673	1
16658	2532	0
8313	2742	1
7567	3672	0
3934	1547	0
2258	39052	1
755	2137	1
1769	2064	0
8018	2323	0
13026	2997	1
279	2879	0
4239	13404	0
2939	7689	0
15771	4041	0
630	4082	1
4120	41192	0
3813	5363	1
3873	2105	0
13173	11806	0
965	5682	0
80	16791	0
535	1383	1
263	3489	0
4867	16835	1
4264	1697	0
4073	5486	0
3615	13529	0
3791	16127	0
1288	3895	0
2391	13456	1
3703	16329	0
598	1798	1
1411	2322	1
4049	5690	0
1377	2718	1
3710	34942	0
16019	16606	1
2879	4946	0
1174	2013	1
18099	4673	1
12826	3179	1
3256	2937	0
1600	38949	1
4504	4946	1
2111	3247	1
15850	3787	1
9027	9362	0
2161	37813	1
5980	8138	0
29330	4946	1
352	3477	1
15850	27213	1
13550	2145	0
42	8199	0
16120	7057	0
1819	6028	0
7963	2314	1
102	13402	0
8129	2953	1
1314	1863	1
14526	3908	1
11572	3517	1
10277	5636	0
1389	3268	0
18092	16340	1
2101	8376	0
3823	5532	1
2963	16861	0
2052	5073	1
12476	2359	0
4394	405	0
1859	134	0
259	16817	0
2050	4011	1
4618	4774	1
13198	15918	1
11222	16021	1
2431	5664	1
1977	2021	0
5333	2572	0
3384	1401	0
171	3743	1
1871	1405	0
1164	3011	1
1252	13232	0
1496	1661	1
1296	1592	1
277	1931	1
38920	5418	1
1917	39052	1
501	2753	0
7517	2323	1
8313	4043	1
4837	5033	1
696	4519	1
4778	4564	0
16140	5864	1
